DELTA Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL
1213,-36.2635,-16.672,24.3863,-2.463,0.0,-52.9355,21.9233,-31.0122
1214,-37.349,-13.8287,23.4549,-2.4471,0.0,-51.1777,21.0078,-30.1699
1215,-40.7543,-10.4414,22.1879,-2.5045,0.0,-51.1957,19.6834,-31.5123
1216,-37.0257,-14.4792,23.8788,-2.5285,0.0,-51.5049,21.3503,-30.1546
1217,-37.7151,-12.4507,23.0889,-2.46,0.0,-50.1658,20.6289,-29.5369
1218,-36.0057,-12.369,23.2718,-2.4834,0.0,-48.3747,20.7884,-27.5863
1219,-37.8864,-12.2425,22.5154,-2.4811,0.0,-50.1289,20.0343,-30.0946
1220,-36.9257,-13.9801,23.8355,-2.5288,0.0,-50.9058,21.3067,-29.5991
1221,-38.5132,-12.8077,22.3898,-2.4592,0.0,-51.3209,19.9306,-31.3903
1222,-38.9821,-10.9824,22.5899,-2.5041,0.0,-49.9645,20.0858,-29.8787
1223,-38.0899,-11.7488,23.1255,-2.5151,0.0,-49.8387,20.6104,-29.2283
1224,-39.573,-13.9393,23.4893,-2.4501,0.0,-53.5123,21.0392,-32.4731
1225,-35.7375,-16.4829,22.1621,-2.4733,0.0,-52.2204,19.6888,-32.5316
1226,-39.9918,-10.7468,22.8128,-2.4593,0.0,-50.7386,20.3535,-30.3851
1227,-35.9338,-14.2615,25.7753,-2.5096,0.0,-50.1953,23.2657,-26.9296
1228,-38.0402,-14.3906,20.8642,-2.4604,0.0,-52.4308,18.4038,-34.027
1229,-34.9837,-13.3802,21.4064,-2.5265,0.0,-48.3639,18.8799,-29.484
1230,-39.386,-10.7487,21.6726,-2.5504,0.0,-50.1347,19.1222,-31.0125
1231,-34.8785,-15.0071,24.7266,-2.4967,0.0,-49.8856,22.2299,-27.6557
1232,-36.9303,-12.231,23.089,-2.5385,0.0,-49.1613,20.5505,-28.6108
1233,-36.3601,-15.1248,23.3815,-2.4404,0.0,-51.4849,20.9411,-30.5438
1234,-32.6782,-17.3174,23.783,-2.4596,0.0,-49.9956,21.3234,-28.6722
1235,-36.8072,-16.2214,27.2439,-2.4489,0.0,-53.0286,24.795,-28.2336
1236,-35.3585,-13.2385,23.6312,-2.4997,0.0,-48.597,21.1315,-27.4655
1237,-35.5264,-14.9608,23.4465,-2.4011,0.0,-50.4872,21.0454,-29.4418
1238,-37.0032,-14.2165,22.1829,-2.4949,0.0,-51.2197,19.688,-31.5317
1239,-36.7039,-16.4633,22.7056,-2.5005,0.0,-53.1672,20.2051,-32.9621
1240,-38.3003,-14.165,25.1506,-2.512,0.0,-52.4653,22.6386,-29.8267
1241,-36.5525,-15.2416,24.6638,-2.44,0.0,-51.7941,22.2238,-29.5703
1242,-38.5273,-17.231,25.3389,-2.5254,0.0,-55.7583,22.8135,-32.9448
1243,-37.3606,-14.5851,21.6537,-2.4769,0.0,-51.9457,19.1768,-32.7689
1244,-37.8978,-10.9114,21.2522,-2.4052,0.0,-48.8092,18.847,-29.9622
1245,-37.6872,-13.9022,23.5419,-2.5408,0.0,-51.5894,21.0011,-30.5883
1246,-36.3658,-14.8156,26.4346,-2.5562,0.0,-51.1814,23.8784,-27.303
1247,-40.5158,-16.5689,25.5605,-2.4571,0.0,-57.0847,23.1034,-33.9813
1248,-42.0823,-15.1171,23.7342,-2.4345,0.0,-57.1994,21.2997,-35.8997
1249,-42.0665,-15.9146,24.8268,-2.4874,0.0,-57.9811,22.3394,-35.6417
1250,-38.0826,-17.2094,25.8985,-2.5172,0.0,-55.292,23.3813,-31.9107
1251,-35.8171,-12.7183,24.0345,-2.3884,0.0,-48.5354,21.6461,-26.8893
1252,-34.7883,-10.2952,23.5678,-2.5076,0.0,-45.0835,21.0602,-24.0233
1253,-36.462,-14.9053,24.9644,-2.469,0.0,-51.3673,22.4954,-28.8719
1254,-39.5967,-13.9806,23.0897,-2.4754,0.0,-53.5773,20.6143,-32.963
1255,-36.9297,-12.9679,22.0007,-2.4457,0.0,-49.8976,19.555,-30.3426
1256,-37.6971,-15.1366,24.7203,-2.4785,0.0,-52.8337,22.2418,-30.5919
1257,-35.3909,-14.8958,21.647,-2.4277,0.0,-50.2867,19.2193,-31.0674
1258,-35.6961,-11.3533,23.7824,-2.5028,0.0,-47.0494,21.2796,-25.7698
1259,-37.6472,-12.8509,23.5955,-2.4305,0.0,-50.4981,21.165,-29.3331
1260,-35.047,-14.5325,22.8863,-2.4659,0.0,-49.5795,20.4204,-29.1591
1261,-38.1781,-12.5159,21.7208,-2.4014,0.0,-50.694,19.3194,-31.3746
1262,-34.0036,-19.196,24.686,-2.4171,0.0,-53.1996,22.2689,-30.9307
1263,-38.2306,-13.869,24.8418,-2.5659,0.0,-52.0996,22.2759,-29.8237
1264,-36.7306,-13.4022,21.8757,-2.553,0.0,-50.1328,19.3227,-30.8101
1265,-37.0075,-15.6845,26.2498,-2.5793,0.0,-52.692,23.6705,-29.0215
1266,-37.7184,-17.4273,26.0404,-2.6573,0.0,-55.1457,23.3831,-31.7626
1267,-38.3954,-15.9148,26.0968,-2.5874,0.0,-54.3102,23.5094,-30.8008
1268,-37.0225,-10.9394,22.3221,-2.509,0.0,-47.9619,19.8131,-28.1488
1269,-39.7285,-11.7542,23.1914,-2.5576,0.0,-51.4827,20.6338,-30.8489
1270,-35.503,-11.4539,22.5805,-2.5201,0.0,-46.9569,20.0604,-26.8965
1271,-39.8437,-10.2665,25.3588,-2.6546,0.0,-50.1102,22.7042,-27.406
1272,-36.7613,-11.8341,23.7279,-2.661,0.0,-48.5954,21.0669,-27.5285
1273,-39.1224,-13.9495,24.8774,-2.5573,0.0,-53.0719,22.3201,-30.7518
1274,-39.0529,-9.5656,25.1996,-2.5814,0.0,-48.6185,22.6182,-26.0003
1275,-37.1617,-13.4802,27.2088,-2.5876,0.0,-50.6419,24.6212,-26.0207
1276,-38.8829,-12.0809,22.1429,-2.5907,0.0,-50.9638,19.5522,-31.4116
1277,-35.6203,-16.5783,24.0694,-2.6156,0.0,-52.1986,21.4538,-30.7448
1278,-39.2444,-11.2335,25.3857,-2.6621,0.0,-50.4779,22.7236,-27.7543
1279,-39.8222,-11.7813,23.291,-2.6103,0.0,-51.6035,20.6807,-30.9228
1280,-36.6417,-15.2043,22.9002,-2.6168,0.0,-51.846,20.2834,-31.5626
1281,-39.5346,-13.9016,25.6995,-2.585,0.0,-53.4362,23.1145,-30.3217
1282,-39.1667,-11.5275,24.5498,-2.5847,0.0,-50.6942,21.9651,-28.7291
1283,-38.7161,-14.2651,25.3367,-2.6695,0.0,-52.9812,22.6672,-30.314
1284,-35.8732,-14.8732,25.1235,-2.6136,0.0,-50.7464,22.5099,-28.2365
1285,-39.4012,-14.2888,28.0166,-2.4765,0.0,-53.69,25.5401,-28.1499
1286,-39.2817,-15.9292,27.5711,-2.5031,0.0,-55.2109,25.068,-30.1429
1287,-36.5437,-14.9244,26.941,-2.5182,0.0,-51.4681,24.4228,-27.0453
1288,-39.0418,-11.6749,23.4568,-2.566,0.0,-50.7167,20.8908,-29.8259
1289,-36.495,-14.3548,22.2355,-2.5401,0.0,-50.8498,19.6954,-31.1544
1290,-34.3406,-16.1843,25.5903,-2.6016,0.0,-50.5249,22.9887,-27.5362
1291,-32.6828,-16.5005,26.8459,-2.5518,0.0,-49.1833,24.2941,-24.8892
1292,-37.2102,-11.9056,23.3969,-2.6366,0.0,-49.1158,20.7603,-28.3555
1293,-37.6437,-15.0558,23.2522,-2.5539,0.0,-52.6995,20.6983,-32.0012
1294,-38.5688,-14.6734,29.0716,-2.569,0.0,-53.2422,26.5026,-26.7396
1295,-36.2675,-14.7595,24.5656,-2.5985,0.0,-51.027,21.9671,-29.0599
1296,-34.9111,-16.0967,23.2524,-2.548,0.0,-51.0078,20.7044,-30.3034
1297,-34.8798,-19.0021,28.321,-2.5618,0.0,-53.8819,25.7592,-28.1227
1298,-39.5521,-13.9027,26.2751,-2.5873,0.0,-53.4548,23.6878,-29.767
1299,-33.5347,-14.6144,26.5673,-2.576,0.0,-48.1491,23.9913,-24.1578
1300,-38.0902,-16.7077,25.37,-2.6694,0.0,-54.7979,22.7006,-32.0973
1301,-39.1142,-12.9967,29.7199,-2.6026,0.0,-52.1109,27.1173,-24.9936
1302,-34.008,-16.5014,25.2751,-2.6196,0.0,-50.5094,22.6555,-27.8539
1303,-34.1007,-15.5169,25.1934,-2.6096,0.0,-49.6176,22.5838,-27.0338
1304,-36.5825,-17.9714,28.6452,-2.6181,0.0,-54.5539,26.0271,-28.5268
1305,-39.4413,-15.2075,25.8735,-2.7091,0.0,-54.6488,23.1644,-31.4844
1306,-33.195,-16.054,26.414,-2.4838,0.0,-49.249,23.9302,-25.3188
1307,-36.2043,-14.8863,23.9919,-2.6957,0.0,-51.0906,21.2962,-29.7944
1308,-40.4307,-17.0878,25.8245,-2.59,0.0,-57.5185,23.2345,-34.284
1309,-41.1148,-12.1617,29.9164,-2.5851,0.0,-53.2765,27.3313,-25.9452
1310,-39.0048,-15.3871,25.3591,-2.6396,0.0,-54.3919,22.7195,-31.6724
1311,-36.2861,-15.6374,25.2495,-2.4967,0.0,-51.9235,22.7528,-29.1707
1312,-36.3519,-16.1605,24.431,-2.5029,0.0,-52.5124,21.9281,-30.5843
1313,-35.8444,-18.2781,25.6747,-2.5529,0.0,-54.1225,23.1218,-31.0007
1314,-35.05,-14.8832,25.5292,-2.5845,0.0,-49.9332,22.9447,-26.9885
1315,-39.1948,-15.1989,24.8462,-2.5833,0.0,-54.3937,22.2629,-32.1308
1316,-37.8145,-14.6211,26.5656,-2.5779,0.0,-52.4356,23.9877,-28.4479
1317,-37.0773,-11.1569,23.232,-2.58,0.0,-48.2342,20.652,-27.5822
1318,-35.7399,-14.7969,24.6135,-2.6678,0.0,-50.5368,21.9457,-28.5911
1319,-34.509,-14.5626,24.3726,-2.5161,0.0,-49.0716,21.8565,-27.2151
1320,-36.3015,-13.1346,23.1407,-2.5446,0.0,-49.4361,20.5961,-28.84
1321,-39.2548,-14.5671,26.1903,-2.5276,0.0,-53.8219,23.6627,-30.1592
1322,-38.3779,-11.6471,24.3311,-2.5249,0.0,-50.025,21.8062,-28.2188
1323,-35.495,-13.9915,22.0134,-2.5449,0.0,-49.4865,19.4685,-30.018
1324,-40.0468,-14.9173,21.7864,-2.6293,0.0,-54.9641,19.1571,-35.807
1325,-36.5152,-14.1782,23.2671,-2.6121,0.0,-50.6934,20.655,-30.0384
1326,-37.7727,-11.2799,23.6298,-2.6319,0.0,-49.0526,20.9979,-28.0547
1327,-38.8078,-13.3993,26.4631,-2.6006,0.0,-52.2071,23.8625,-28.3446
1328,-38.6285,-12.7214,25.5884,-2.5906,0.0,-51.3499,22.9978,-28.3521
1329,-34.9327,-15.234,23.7862,-2.4701,0.0,-50.1667,21.3161,-28.8506
1330,-36.7887,-12.9492,25.426,-2.5693,0.0,-49.7379,22.8567,-26.8812
1331,-37.2625,-16.6344,26.2179,-2.5536,0.0,-53.8969,23.6643,-30.2326
1332,-36.137,-13.8484,25.874,-2.6422,0.0,-49.9854,23.2318,-26.7536
1333,-36.8203,-13.5692,24.2697,-2.5973,0.0,-50.3895,21.6724,-28.7171
1334,-36.8991,-15.0007,23.3548,-2.5192,0.0,-51.8998,20.8356,-31.0642
1335,-37.8295,-15.2966,25.4808,-2.5348,0.0,-53.1261,22.946,-30.1801
1336,-35.0264,-14.6514,25.0283,-2.4604,0.0,-49.6778,22.5679,-27.1099
1337,-37.2672,-17.2258,24.4159,-2.5817,0.0,-54.493,21.8342,-32.6588
1338,-37.699,-15.1774,24.6951,-2.5716,0.0,-52.8764,22.1235,-30.7529
1339,-38.1496,-16.3387,25.2236,-2.5329,0.0,-54.4883,22.6907,-31.7976
1340,-36.538,-13.9476,25.2664,-2.5488,0.0,-50.4856,22.7176,-27.768
1341,-37.1143,-11.8718,21.2577,-2.4991,0.0,-48.9861,18.7586,-30.2275
1342,-39.0903,-14.4354,27.3056,-2.6598,0.0,-53.5257,24.6458,-28.8799
1343,-37.9903,-17.3365,25.55,-2.5634,0.0,-55.3268,22.9866,-32.3402
1344,-37.5428,-13.6606,24.1534,-2.5817,0.0,-51.2034,21.5717,-29.6317
1345,-36.681,-15.347,25.0906,-2.612,0.0,-52.028,22.4786,-29.5494
1346,-37.1068,-13.4593,25.9148,-2.5103,0.0,-50.5661,23.4045,-27.1616
1347,-37.9179,-14.1201,27.1477,-2.5314,0.0,-52.038,24.6163,-27.4217
1348,-33.4138,-17.2511,26.6468,-2.4862,0.0,-50.6649,24.1606,-26.5043
1349,-37.8076,-14.6699,25.0302,-2.5536,0.0,-52.4775,22.4766,-30.0009
1350,-34.4757,-20.5275,26.9546,-2.5117,0.0,-55.0032,24.4429,-30.5603
1351,-34.5025,-16.9685,26.343,-2.519,0.0,-51.471,23.824,-27.647
1352,-39.6486,-13.9377,25.2667,-2.6597,0.0,-53.5863,22.607,-30.9793
1353,-39.1279,-13.925,26.7463,-2.5359,0.0,-53.0529,24.2104,-28.8425
1354,-36.7178,-13.9255,25.3356,-2.6022,0.0,-50.6433,22.7334,-27.9099
1355,-41.155,-14.71,25.2535,-2.5007,0.0,-55.865,22.7528,-33.1122
1356,-38.1822,-14.0205,25.765,-2.5583,0.0,-52.2027,23.2067,-28.996
1357,-34.4781,-16.15,23.9119,-2.533,0.0,-50.6281,21.3789,-29.2492
1358,-38.455,-13.4761,23.6942,-2.5672,0.0,-51.9311,21.127,-30.8041
1359,-37.6027,-14.2808,23.8972,-2.632,0.0,-51.8835,21.2652,-30.6183
1360,-36.4909,-12.1058,25.4762,-2.5664,0.0,-48.5967,22.9098,-25.6869
1361,-38.407,-14.4955,24.5544,-2.6119,0.0,-52.9025,21.9425,-30.96
1362,-36.233,-16.5135,28.2223,-2.4379,0.0,-52.7465,25.7844,-26.9621
1363,-40.1598,-9.9267,25.6077,-2.47,0.0,-50.0865,23.1377,-26.9488
1364,-37.0965,-17.0323,25.9387,-2.4368,0.0,-54.1288,23.5019,-30.6269
1365,-40.2843,-12.776,26.0438,-2.5142,0.0,-53.0603,23.5296,-29.5307
1366,-35.6773,-19.3667,27.6384,-2.5134,0.0,-55.044,25.125,-29.919
1367,-38.8809,-15.9993,26.6364,-2.529,0.0,-54.8802,24.1074,-30.7728
1368,-38.2892,-14.1821,23.171,-2.4774,0.0,-52.4713,20.6936,-31.7777
1369,-40.22,-13.7005,25.5505,-2.5391,0.0,-53.9205,23.0114,-30.9091
1370,-39.1971,-19.0399,26.8909,-2.4521,0.0,-58.237,24.4388,-33.7982
1371,-39.6818,-12.8378,26.4103,-2.4317,0.0,-52.5196,23.9786,-28.541
1372,-38.7946,-14.4094,24.6386,-2.5819,0.0,-53.204,22.0567,-31.1473
1373,-40.1586,-13.644,23.4885,-2.6214,0.0,-53.8026,20.8671,-32.9355
1374,-40.0411,-11.3911,23.3691,-2.4069,0.0,-51.4322,20.9622,-30.47
1375,-40.0611,-14.6599,24.7424,-2.4986,0.0,-54.721,22.2438,-32.4772
1376,-35.0446,-15.7275,24.6583,-2.5848,0.0,-50.7721,22.0735,-28.6986
1377,-35.6528,-12.7184,21.2116,-2.4837,0.0,-48.3712,18.7279,-29.6433
1378,-38.4293,-12.3999,23.6151,-2.5918,0.0,-50.8292,21.0233,-29.8059
1379,-38.2752,-11.8301,22.331,-2.6031,0.0,-50.1053,19.7279,-30.3774
1380,-34.1968,-18.2551,25.1881,-2.4988,0.0,-52.4519,22.6893,-29.7626
1381,-36.4693,-14.4268,25.2441,-2.5315,0.0,-50.8961,22.7126,-28.1835
1382,-32.7036,-12.9763,24.2483,-2.4701,0.0,-45.6799,21.7782,-23.9017
1383,-39.8232,-11.0471,24.6327,-2.5916,0.0,-50.8703,22.0411,-28.8292
1384,-34.0353,-14.3899,23.6937,-2.5531,0.0,-48.4252,21.1406,-27.2846
1385,-33.8077,-13.2598,25.5747,-2.5286,0.0,-47.0675,23.0461,-24.0214
1386,-34.7394,-15.1088,24.0183,-2.4803,0.0,-49.8482,21.538,-28.3102
1387,-32.271,-14.0063,23.6254,-2.4831,0.0,-46.2773,21.1423,-25.135
1388,-35.9367,-14.2026,23.6474,-2.4712,0.0,-50.1393,21.1762,-28.9631
1389,-39.9847,-11.8418,21.7864,-2.5206,0.0,-51.8265,19.2658,-32.5607
1390,-34.3614,-14.0964,22.5116,-2.455,0.0,-48.4578,20.0566,-28.4012
1391,-36.4885,-13.3412,19.755,-2.3511,0.0,-49.8297,17.4039,-32.4258
1392,-38.9344,-9.9119,22.6341,-2.3872,0.0,-48.8463,20.2469,-28.5994
1393,-40.1276,-11.3416,20.422,-2.4289,0.0,-51.4692,17.9931,-33.4761
1394,-36.9519,-11.7925,22.061,-2.4304,0.0,-48.7444,19.6306,-29.1138
1395,-39.3821,-11.7205,22.3783,-2.5748,0.0,-51.1026,19.8035,-31.2991
1396,-38.6821,-11.7096,21.7005,-2.432,0.0,-50.3917,19.2685,-31.1232
1397,-33.2504,-12.0457,20.1709,-2.4877,0.0,-45.2961,17.6832,-27.6129
1398,-39.5986,-11.5809,20.7891,-2.4473,0.0,-51.1795,18.3418,-32.8377
1399,-36.6936,-13.0053,22.5844,-2.4929,0.0,-49.6989,20.0915,-29.6074
1400,-40.4189,-12.8008,23.4628,-2.5935,0.0,-53.2197,20.8693,-32.3504
1401,-36.3579,-12.1561,25.7122,-2.6326,0.0,-48.514,23.0796,-25.4344
1402,-35.63,-15.5149,23.9307,-2.4903,0.0,-51.1449,21.4404,-29.7045
1403,-37.665,-11.2213,23.6746,-2.4838,0.0,-48.8863,21.1908,-27.6955
1404,-38.687,-11.2616,22.7146,-2.5414,0.0,-49.9486,20.1732,-29.7754
1405,-38.6356,-12.3746,23.3933,-2.4466,0.0,-51.0102,20.9467,-30.0635
1406,-37.5353,-14.2159,22.8089,-2.4592,0.0,-51.7512,20.3497,-31.4015
1407,-31.5573,-17.0984,25.5959,-2.4493,0.0,-48.6557,23.1466,-25.5091
1408,-36.0088,-17.3561,25.2494,-2.5276,0.0,-53.3649,22.7218,-30.6431
1409,-38.9886,-9.0949,23.9899,-2.5241,0.0,-48.0835,21.4658,-26.6177
1410,-36.7004,-14.2928,22.3458,-2.5451,0.0,-50.9932,19.8007,-31.1925
1411,-39.3069,-12.6561,23.3292,-2.5883,0.0,-51.963,20.7409,-31.2221
1412,-38.0073,-12.1647,25.2635,-2.5313,0.0,-50.172,22.7322,-27.4398
1413,-34.394,-16.3608,23.9993,-2.505,0.0,-50.7548,21.4943,-29.2605
1414,-37.0318,-14.2283,24.8822,-2.6091,0.0,-51.2601,22.2731,-28.987
1415,-37.245,-12.9943,24.8809,-2.6185,0.0,-50.2393,22.2624,-27.9769
1416,-39.1329,-14.3676,25.8121,-2.5179,0.0,-53.5005,23.2942,-30.2063
1417,-37.3406,-8.6781,22.905,-2.5105,0.0,-46.0187,20.3945,-25.6242
1418,-39.8071,-12.9661,23.3914,-2.4818,0.0,-52.7732,20.9096,-31.8636
1419,-39.3803,-11.0636,24.3668,-2.5548,0.0,-50.4439,21.812,-28.6319
1420,-35.7415,-15.3945,30.0283,-2.561,0.0,-51.136,27.4673,-23.6687
1421,-35.9007,-15.2078,26.5068,-2.4613,0.0,-51.1085,24.0455,-27.063
1422,-38.1287,-14.0359,23.749,-2.5263,0.0,-52.1646,21.2227,-30.9419
1423,-38.7108,-14.9235,27.0262,-2.4902,0.0,-53.6343,24.536,-29.0983
1424,-39.4652,-16.5288,24.4601,-2.4982,0.0,-55.994,21.9619,-34.0321
1425,-36.1198,-12.7867,22.7777,-2.5463,0.0,-48.9065,20.2314,-28.6751
1426,-39.5058,-9.4327,26.3228,-2.566,0.0,-48.9385,23.7568,-25.1817
1427,-38.7662,-12.874,29.777,-2.602,0.0,-51.6402,27.175,-24.4652
1428,-38.4142,-11.8009,23.9491,-2.6827,0.0,-50.2151,21.2664,-28.9487
1429,-35.7769,-12.4129,21.6618,-2.4932,0.0,-48.1898,19.1686,-29.0212
1430,-37.8888,-12.1728,24.0935,-2.6174,0.0,-50.0616,21.4761,-28.5855
1431,-37.9366,-14.4136,27.4343,-2.5093,0.0,-52.3502,24.925,-27.4252
1432,-37.9428,-11.0216,22.999,-2.6153,0.0,-48.9644,20.3837,-28.5807
1433,-41.0098,-14.7413,23.3904,-2.4169,0.0,-55.7511,20.9735,-34.7776
1434,-36.5477,-17.0517,23.4192,-2.4588,0.0,-53.5994,20.9604,-32.639
1435,-39.4018,-14.4351,25.5487,-2.5857,0.0,-53.8369,22.963,-30.8739
1436,-38.2686,-11.7944,23.988,-2.5145,0.0,-50.063,21.4735,-28.5895
1437,-41.1688,-14.0445,22.8449,-2.4405,0.0,-55.2133,20.4044,-34.8089
1438,-36.9997,-14.0877,23.7128,-2.4767,0.0,-51.0874,21.2361,-29.8513
1439,-34.4761,-16.4113,24.0156,-2.4712,0.0,-50.8874,21.5444,-29.343
1440,-36.821,-10.8642,23.3938,-2.5241,0.0,-47.6852,20.8697,-26.8155
1441,-40.038,-14.5135,25.2827,-2.608,0.0,-54.5515,22.6747,-31.8768
1442,-40.3998,-14.0388,26.8168,-2.5306,0.0,-54.4386,24.2862,-30.1524
1443,-36.6144,-12.9536,25.648,-2.5841,0.0,-49.568,23.0639,-26.5041
1444,-36.3247,-14.9569,22.528,-2.5225,0.0,-51.2816,20.0055,-31.2761
1445,-36.3823,-14.3312,22.8625,-2.4781,0.0,-50.7135,20.3844,-30.3291
1446,-36.6014,-9.6301,23.7089,-2.5377,0.0,-46.2315,21.1712,-25.0603
1447,-35.1978,-16.097,25.4415,-2.5355,0.0,-51.2948,22.906,-28.3888
1448,-35.222,-13.0785,22.1288,-2.4857,0.0,-48.3005,19.6431,-28.6574
1449,-39.0257,-13.9485,22.8073,-2.4634,0.0,-52.9742,20.3439,-32.6303
1450,-36.8965,-15.7112,23.8396,-2.4468,0.0,-52.6077,21.3928,-31.2149
1451,-39.2404,-14.284,22.9364,-2.5947,0.0,-53.5244,20.3417,-33.1827
1452,-38.3347,-11.3251,21.4968,-2.5409,0.0,-49.6598,18.9559,-30.7039
1453,-39.5155,-14.9863,25.6207,-2.6622,0.0,-54.5018,22.9585,-31.5433
1454,-40.2814,-14.7675,24.1591,-2.5691,0.0,-55.0489,21.59,-33.4589
1455,-40.7747,-13.323,22.8478,-2.5849,0.0,-54.0977,20.2629,-33.8348
1456,-39.4525,-12.8192,22.4932,-2.5695,0.0,-52.2717,19.9237,-32.348
1457,-39.9505,-12.1304,21.0443,-2.4238,0.0,-52.0809,18.6205,-33.4604
1458,-35.0682,-11.1262,22.8077,-2.6802,0.0,-46.1944,20.1275,-26.0669
1459,-40.1701,-13.8481,24.9951,-2.5458,0.0,-54.0182,22.4493,-31.5689
1460,-36.4344,-13.9787,21.8329,-2.4743,0.0,-50.4131,19.3586,-31.0545
1461,-39.2905,-14.2573,21.7275,-2.5041,0.0,-53.5478,19.2234,-34.3244
1462,-36.7259,-16.7236,23.7028,-2.5919,0.0,-53.4495,21.1109,-32.3386
1463,-38.9629,-12.1806,23.8169,-2.6831,0.0,-51.1435,21.1338,-30.0097
1464,-38.0805,-15.5649,24.89,-2.5107,0.0,-53.6454,22.3793,-31.2661
1465,-39.2086,-14.6201,25.4066,-2.5372,0.0,-53.8287,22.8694,-30.9593
1466,-36.8403,-16.6784,26.7206,-2.5788,0.0,-53.5187,24.1418,-29.3769
1467,-35.497,-18.2905,27.1618,-2.5895,0.0,-53.7875,24.5723,-29.2152
1468,-37.5826,-15.8389,26.4098,-2.5663,0.0,-53.4215,23.8435,-29.578
1469,-37.7762,-17.0754,26.6093,-2.4517,0.0,-54.8516,24.1576,-30.694
1470,-35.5557,-15.9948,27.5647,-2.3813,0.0,-51.5505,25.1834,-26.3671
1471,-40.1728,-12.8721,26.3467,-2.5043,0.0,-53.0449,23.8424,-29.2025
1472,-38.5842,-12.6223,25.1379,-2.5162,0.0,-51.2065,22.6217,-28.5848
1473,-37.8028,-16.5934,27.5258,-2.56,0.0,-54.3962,24.9658,-29.4304
1474,-35.8783,-13.3505,26.6664,-2.5159,0.0,-49.2288,24.1505,-25.0783
1475,-40.9893,-15.3761,26.3817,-2.4863,0.0,-56.3654,23.8954,-32.47
1476,-37.1033,-15.9764,24.0775,-2.4046,0.0,-53.0797,21.6729,-31.4068
1477,-40.967,-17.056,28.8634,-2.3623,0.0,-58.023,26.5011,-31.5219
1478,-39.3711,-10.9791,25.9875,-2.448,0.0,-50.3502,23.5395,-26.8107
1479,-38.4205,-17.3009,26.1696,-2.4545,0.0,-55.7214,23.7151,-32.0063
1480,-38.3768,-16.9648,27.0424,-2.5772,0.0,-55.3416,24.4652,-30.8764
1481,-37.5992,-19.0007,31.119,-2.3594,0.0,-56.5999,28.7596,-27.8403
1482,-37.4309,-14.4841,28.204,-2.5817,0.0,-51.915,25.6223,-26.2927
1483,-39.7944,-16.3537,26.1778,-2.4706,0.0,-56.1481,23.7072,-32.4409
1484,-33.7443,-14.4514,24.4318,-2.5142,0.0,-48.1957,21.9176,-26.2781
1485,-38.0875,-15.4242,27.0804,-2.5069,0.0,-53.5117,24.5735,-28.9382
1486,-34.9867,-15.9324,26.1255,-2.5357,0.0,-50.9191,23.5898,-27.3293
1487,-39.0267,-15.9838,27.3559,-2.4433,0.0,-55.0105,24.9126,-30.0979
1488,-35.2028,-19.1537,29.8135,-2.637,0.0,-54.3565,27.1765,-27.18
1489,-42.0413,-11.4202,24.7098,-2.5113,0.0,-53.4615,22.1985,-31.263
1490,-35.4204,-17.2836,25.9474,-2.6172,0.0,-52.704,23.3302,-29.3738
1491,-31.7623,-20.476,26.2787,-2.5699,0.0,-52.2383,23.7088,-28.5295
1492,-35.6538,-15.5891,26.7958,-2.5126,0.0,-51.2429,24.2832,-26.9597
1493,-37.0857,-15.1091,24.2931,-2.5396,0.0,-52.1948,21.7535,-30.4413
1494,-34.3445,-14.5285,25.9523,-2.4985,0.0,-48.873,23.4538,-25.4192
1495,-36.1085,-13.2411,23.4388,-2.47,0.0,-49.3496,20.9688,-28.3808
1496,-32.458,-16.8815,25.5352,-2.57,0.0,-49.3395,22.9652,-26.3743
1497,-35.3276,-14.1356,24.0696,-2.5474,0.0,-49.4632,21.5222,-27.941
1498,-34.8399,-13.0088,25.1666,-2.7082,0.0,-47.8487,22.4584,-25.3903
1499,-38.9992,-14.6403,27.2168,-2.532,0.0,-53.6395,24.6848,-28.9547
1500,-34.1204,-16.8104,26.1829,-2.628,0.0,-50.9308,23.5549,-27.3759
1501,-32.7041,-15.8469,25.8153,-2.5604,0.0,-48.551,23.2549,-25.2961
1502,-36.6655,-15.0404,24.3716,-2.5645,0.0,-51.7059,21.8071,-29.8988
1503,-37.9647,-15.2526,25.0407,-2.5139,0.0,-53.2173,22.5268,-30.6905
1504,-39.8851,-12.4506,26.9595,-2.713,0.0,-52.3357,24.2465,-28.0892
1505,-39.5658,-11.8732,23.9849,-2.569,0.0,-51.439,21.4159,-30.0231
1506,-37.3244,-13.6967,24.0697,-2.5423,0.0,-51.0211,21.5274,-29.4937
1507,-36.3053,-16.3768,23.3671,-2.526,0.0,-52.6821,20.8411,-31.841
1508,-35.6933,-18.6921,24.5636,-2.5581,0.0,-54.3854,22.0055,-32.3799
1509,-37.8279,-12.7434,22.5595,-2.5586,0.0,-50.5713,20.0009,-30.5704
1510,-39.2008,-15.9587,22.7851,-2.4871,0.0,-55.1595,20.298,-34.8615
1511,-37.5159,-11.5733,24.3268,-2.656,0.0,-49.0892,21.6708,-27.4184
1512,-37.0355,-15.9078,24.0893,-2.5215,0.0,-52.9433,21.5678,-31.3755
